customer_id,income_tier,car_model,battery_capacity_kwh
C4480,Mid-Range,Hyundai Kona Electric,39.2
C4481,High,BMW iX1,66.5
C4482,Mid-Range,Tata Nexon EV,30.2
C4483,Low-Mid,Tata Tiago EV,24.0
C4484,High,Volvo XC40 Recharge,75.0
C4485,Low-Mid,Hero Electric Optima,12.0
C4486,High,Kia EV6,77.4
C4487,Low-Mid,Ampere Nexus,30.0
C4488,High,MG ZS EV Exclusive,50.3
C4489,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4490,Low-Mid,Greaves Eltra,16.0
C4491,Mid-Range,MG Comet EV,17.3
C4492,Mid-Range,Mahindra e2o Plus,18.5
C4493,Low-Mid,Greaves Eltra,16.0
C4494,Mid-Range,Tata Punch EV,35.0
C4495,Mid-Range,Citroen eC3,29.2
C4496,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4497,Mid-Range,MG Comet EV,17.3
C4498,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4499,Mid-Range,Tata Nexon EV,30.2
C4500,Mid-Range,Hyundai Kona Electric,39.2
C4501,Low-Mid,Citroen eC3 Feel,29.2
C4502,Low-Mid,Tata Tiago EV,24.0
C4503,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4504,Low-Mid,Greaves Eltra,16.0
C4505,Low-Mid,Ampere Nexus,30.0
C4506,Low-Mid,Ampere Nexus,30.0
C4507,Mid-Range,Citroen eC3,29.2
C4508,Low-Mid,Ampere Nexus,30.0
C4509,Mid-Range,Tata Punch EV,35.0
C4510,Mid-Range,Tata Tigor EV,26.0
C4511,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4512,Low-Mid,Citroen eC3 Feel,29.2
C4513,Low-Mid,Tata Tiago EV,24.0
C4514,Low-Mid,Tata Tiago EV,24.0
C4515,Mid-Range,Citroen eC3,29.2
C4516,Mid-Range,Hyundai Kona Electric,39.2
C4517,High,BMW iX1,66.5
C4518,Mid-Range,Hyundai Kona Electric,39.2
C4519,Mid-Range,Mahindra e2o Plus,18.5
C4520,Low-Mid,Hero Electric Optima,12.0
C4521,Low-Mid,Citroen eC3 Feel,29.2
C4522,High,Volvo XC40 Recharge,75.0
C4523,Low-Mid,Ampere Nexus,30.0
C4524,Low-Mid,Hero Electric Optima,12.0
C4525,Low-Mid,Ather 450X (4W equiv),20.0
C4526,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4527,Mid-Range,Citroen eC3,29.2
C4528,Mid-Range,Tata Punch EV,35.0
C4529,High,Tata Nexon EV Max,40.5
C4530,Low-Mid,Greaves Eltra,16.0
C4531,Low-Mid,Tata Tigor EV Base,21.5
C4532,Mid-Range,Tata Punch EV,35.0
C4533,Low-Mid,Greaves Eltra,16.0
C4534,Mid-Range,MG Comet EV,17.3
C4535,Mid-Range,Tata Punch EV,35.0
C4536,Low-Mid,Hero Electric Optima,12.0
C4537,Low-Mid,Tata Tiago EV,24.0
C4538,Low-Mid,Tata Tiago EV,24.0
C4539,Mid-Range,Tata Nexon EV,30.2
C4540,Mid-Range,Mahindra e2o Plus,18.5
C4541,Low-Mid,Tata Tigor EV Base,21.5
C4542,Mid-Range,Tata Punch EV,35.0
C4543,Mid-Range,Tata Nexon EV,30.2
C4544,Low-Mid,Tata Tigor EV Base,21.5
C4545,Mid-Range,Tata Punch EV,35.0
C4546,Mid-Range,Citroen eC3,29.2
C4547,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4548,Mid-Range,Tata Tigor EV,26.0
C4549,Mid-Range,MG Comet EV,17.3
C4550,Low-Mid,Greaves Eltra,16.0
C4551,Low-Mid,Ampere Nexus,30.0
C4552,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4553,Low-Mid,Ampere Nexus,30.0
C4554,Low-Mid,Ampere Nexus,30.0
C4555,Mid-Range,Tata Punch EV,35.0
C4556,Low-Mid,Ather 450X (4W equiv),20.0
C4557,High,Hyundai Ioniq 5,72.6
C4558,Mid-Range,Mahindra e2o Plus,18.5
C4559,Mid-Range,Tata Nexon EV,30.2
C4560,Low-Mid,Tata Tigor EV Base,21.5
C4561,Low-Mid,Ampere Nexus,30.0
C4562,Mid-Range,MG Comet EV,17.3
C4563,High,BYD Atto 3 Superior,60.5
C4564,Mid-Range,Tata Tigor EV,26.0
C4565,Low-Mid,Hero Electric Optima,12.0
C4566,High,Audi e-tron 55,95.0
C4567,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4568,High,Volvo XC40 Recharge,75.0
C4569,Low-Mid,Hero Electric Optima,12.0
C4570,Low-Mid,Tata Tigor EV Base,21.5
C4571,Low-Mid,Citroen eC3 Feel,29.2
C4572,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4573,Low-Mid,Ampere Nexus,30.0
C4574,Low-Mid,Hero Electric Optima,12.0
C4575,Low-Mid,Tata Tiago EV,24.0
C4576,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4577,Mid-Range,Hyundai Kona Electric,39.2
C4578,Low-Mid,Hero Electric Optima,12.0
C4579,High,Tata Nexon EV Max,40.5
C4580,Low-Mid,Ather 450X (4W equiv),20.0
C4581,Low-Mid,Ampere Nexus,30.0
C4582,Low-Mid,Ampere Nexus,30.0
C4583,Low-Mid,Greaves Eltra,16.0
C4584,Mid-Range,MG Comet EV,17.3
C4585,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4586,Low-Mid,Tata Tigor EV Base,21.5
C4587,High,Mercedes EQB,66.5
C4588,Low-Mid,Tata Tigor EV Base,21.5
C4589,Low-Mid,Ampere Nexus,30.0
C4590,Low-Mid,Ampere Nexus,30.0
C4591,High,MG ZS EV Exclusive,50.3
C4592,Low-Mid,Tata Tiago EV,24.0
C4593,Mid-Range,Tata Nexon EV,30.2
C4594,Mid-Range,MG Comet EV,17.3
C4595,Mid-Range,Tata Punch EV,35.0
C4596,Low-Mid,Hero Electric Optima,12.0
C4597,Mid-Range,MG Comet EV,17.3
C4598,Mid-Range,Tata Tigor EV,26.0
C4599,Low-Mid,Ather 450X (4W equiv),20.0
C4600,Mid-Range,Hyundai Kona Electric,39.2
C4601,Low-Mid,Ampere Nexus,30.0
C4602,Low-Mid,Hero Electric Optima,12.0
C4603,High,Volvo XC40 Recharge,75.0
C4604,Low-Mid,Tata Tiago EV,24.0
C4605,High,Volvo XC40 Recharge,75.0
C4606,High,Hyundai Ioniq 5,72.6
C4607,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4608,Low-Mid,Citroen eC3 Feel,29.2
C4609,Low-Mid,Ampere Nexus,30.0
C4610,Mid-Range,Tata Punch EV,35.0
C4611,Low-Mid,Greaves Eltra,16.0
C4612,High,MG ZS EV Exclusive,50.3
C4613,Mid-Range,Hyundai Kona Electric,39.2
C4614,Low-Mid,Tata Tiago EV,24.0
C4615,Low-Mid,Tata Tiago EV,24.0
C4616,Low-Mid,Tata Tigor EV Base,21.5
C4617,Low-Mid,Ampere Nexus,30.0
C4618,Low-Mid,Citroen eC3 Feel,29.2
C4619,Low-Mid,Hero Electric Optima,12.0
C4620,Mid-Range,Mahindra e2o Plus,18.5
C4621,Mid-Range,Mahindra e2o Plus,18.5
C4622,High,Mercedes EQB,66.5
C4623,Low-Mid,Tata Tigor EV Base,21.5
C4624,High,BMW iX1,66.5
C4625,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4626,Low-Mid,Tata Tigor EV Base,21.5
C4627,Low-Mid,Ampere Nexus,30.0
C4628,High,Kia EV6,77.4
C4629,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4630,Mid-Range,Citroen eC3,29.2
C4631,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4632,Low-Mid,Tata Tigor EV Base,21.5
C4633,Mid-Range,Mahindra e2o Plus,18.5
C4634,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4635,High,Hyundai Ioniq 5,72.6
C4636,Mid-Range,Hyundai Kona Electric,39.2
C4637,Low-Mid,Greaves Eltra,16.0
C4638,High,Tata Nexon EV Max,40.5
C4639,Low-Mid,Citroen eC3 Feel,29.2
C4640,Mid-Range,Tata Tigor EV,26.0
C4641,Mid-Range,Mahindra e2o Plus,18.5
C4642,Mid-Range,Mahindra e2o Plus,18.5
C4643,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4644,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4645,Low-Mid,Greaves Eltra,16.0
C4646,Mid-Range,Tata Punch EV,35.0
C4647,High,Mercedes EQB,66.5
C4648,Mid-Range,Tata Punch EV,35.0
C4649,Low-Mid,Greaves Eltra,16.0
C4650,Low-Mid,Ather 450X (4W equiv),20.0
C4651,Low-Mid,Hero Electric Optima,12.0
C4652,Low-Mid,Citroen eC3 Feel,29.2
C4653,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4654,Low-Mid,Tata Tigor EV Base,21.5
C4655,Mid-Range,Mahindra e2o Plus,18.5
C4656,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4657,Low-Mid,Citroen eC3 Feel,29.2
C4658,Low-Mid,Ampere Nexus,30.0
C4659,Mid-Range,Mahindra e2o Plus,18.5
C4660,Low-Mid,Tata Tiago EV,24.0
C4661,Low-Mid,Ather 450X (4W equiv),20.0
C4662,Low-Mid,Citroen eC3 Feel,29.2
C4663,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4664,Mid-Range,Citroen eC3,29.2
C4665,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4666,Low-Mid,Tata Tiago EV,24.0
C4667,Low-Mid,Tata Tigor EV Base,21.5
C4668,Low-Mid,Greaves Eltra,16.0
C4669,High,BYD Atto 3 Superior,60.5
C4670,Mid-Range,Tata Nexon EV,30.2
C4671,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4672,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4673,Mid-Range,Tata Punch EV,35.0
C4674,Low-Mid,Greaves Eltra,16.0
C4675,Mid-Range,Hyundai Kona Electric,39.2
C4676,Low-Mid,Ather 450X (4W equiv),20.0
C4677,Low-Mid,Ather 450X (4W equiv),20.0
C4678,Low-Mid,Hero Electric Optima,12.0
C4679,Mid-Range,Hyundai Kona Electric,39.2
C4680,Low-Mid,Tata Tiago EV,24.0
C4681,Mid-Range,MG Comet EV,17.3
C4682,Mid-Range,Tata Nexon EV,30.2
C4683,High,MG ZS EV Exclusive,50.3
C4684,Mid-Range,Mahindra e2o Plus,18.5
C4685,High,BYD Atto 3 Superior,60.5
C4686,Low-Mid,Tata Tiago EV,24.0
C4687,Low-Mid,Tata Tiago EV,24.0
C4688,High,Mercedes EQB,66.5
C4689,Mid-Range,Mahindra e2o Plus,18.5
C4690,Mid-Range,Hyundai Kona Electric,39.2
C4691,Low-Mid,Citroen eC3 Feel,29.2
C4692,Mid-Range,Mahindra e2o Plus,18.5
C4693,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4694,Low-Mid,Citroen eC3 Feel,29.2
C4695,Mid-Range,MG Comet EV,17.3
C4696,Low-Mid,Ampere Nexus,30.0
C4697,Low-Mid,Ampere Nexus,30.0
C4698,High,Hyundai Ioniq 5,72.6
C4699,Mid-Range,Mahindra e2o Plus,18.5
C4700,Mid-Range,Tata Punch EV,35.0
C4701,Low-Mid,Hero Electric Optima,12.0
C4702,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4703,Low-Mid,Tata Tiago EV,24.0
C4704,Low-Mid,Citroen eC3 Feel,29.2
C4705,Mid-Range,MG Comet EV,17.3
C4706,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4707,Mid-Range,Hyundai Kona Electric,39.2
C4708,Mid-Range,Citroen eC3,29.2
C4709,Low-Mid,Tata Tigor EV Base,21.5
C4710,Low-Mid,Hero Electric Optima,12.0
C4711,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4712,High,Audi e-tron 55,95.0
C4713,High,Kia EV6,77.4
C4714,Low-Mid,Greaves Eltra,16.0
C4715,Low-Mid,Citroen eC3 Feel,29.2
C4716,Low-Mid,Ather 450X (4W equiv),20.0
C4717,Low-Mid,Ampere Nexus,30.0
C4718,Low-Mid,Hero Electric Optima,12.0
C4719,Low-Mid,Greaves Eltra,16.0
C4720,Low-Mid,Hero Electric Optima,12.0
C4721,Low-Mid,Ather 450X (4W equiv),20.0
C4722,Mid-Range,MG Comet EV,17.3
C4723,Low-Mid,Ather 450X (4W equiv),20.0
C4724,High,MG ZS EV Exclusive,50.3
C4725,Mid-Range,Tata Nexon EV,30.2
C4726,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4727,Low-Mid,Ather 450X (4W equiv),20.0
C4728,Low-Mid,Hero Electric Optima,12.0
C4729,Mid-Range,Mahindra e2o Plus,18.5
C4730,Low-Mid,Tata Tigor EV Base,21.5
C4731,Low-Mid,Greaves Eltra,16.0
C4732,Low-Mid,Tata Tiago EV,24.0
C4733,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4734,Low-Mid,Tata Tigor EV Base,21.5
C4735,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4736,High,BYD Atto 3 Superior,60.5
C4737,Low-Mid,Ampere Nexus,30.0
C4738,Mid-Range,Citroen eC3,29.2
C4739,Mid-Range,MG Comet EV,17.3
C4740,Mid-Range,Citroen eC3,29.2
C4741,Low-Mid,Ather 450X (4W equiv),20.0
C4742,High,Audi e-tron 55,95.0
C4743,Mid-Range,Citroen eC3,29.2
C4744,Mid-Range,Hyundai Kona Electric,39.2
C4745,Low-Mid,Ather 450X (4W equiv),20.0
C4746,High,Audi e-tron 55,95.0
C4747,Low-Mid,Greaves Eltra,16.0
C4748,Mid-Range,Hyundai Kona Electric,39.2
C4749,Mid-Range,Citroen eC3,29.2
C4750,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4751,Mid-Range,MG Comet EV,17.3
C4752,Low-Mid,Ampere Nexus,30.0
C4753,Low-Mid,Tata Tigor EV Base,21.5
C4754,High,BYD Atto 3 Superior,60.5
C4755,Low-Mid,Citroen eC3 Feel,29.2
C4756,Low-Mid,Tata Tiago EV,24.0
C4757,Low-Mid,Hero Electric Optima,12.0
C4758,High,Kia EV6,77.4
C4759,Mid-Range,Mahindra e2o Plus,18.5
C4760,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4761,Mid-Range,MG Comet EV,17.3
C4762,Mid-Range,Citroen eC3,29.2
C4763,High,Audi e-tron 55,95.0
C4764,Mid-Range,Tata Nexon EV,30.2
C4765,Mid-Range,Tata Punch EV,35.0
C4766,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4767,Mid-Range,Tata Nexon EV,30.2
C4768,Mid-Range,MG Comet EV,17.3
C4769,Low-Mid,Ather 450X (4W equiv),20.0
C4770,Mid-Range,MG Comet EV,17.3
C4771,Mid-Range,Hyundai Kona Electric,39.2
C4772,Low-Mid,Hero Electric Optima,12.0
C4773,Mid-Range,Tata Punch EV,35.0
C4774,Low-Mid,Hero Electric Optima,12.0
C4775,Mid-Range,MG Comet EV,17.3
C4776,Mid-Range,Tata Nexon EV,30.2
C4777,Low-Mid,Hero Electric Optima,12.0
C4778,Low-Mid,Citroen eC3 Feel,29.2
C4779,Mid-Range,Hyundai Kona Electric,39.2
C4780,Low-Mid,Tata Tigor EV Base,21.5
C4781,Low-Mid,Tata Tiago EV,24.0
C4782,High,Audi e-tron 55,95.0
C4783,Low-Mid,Ampere Nexus,30.0
C4784,Low-Mid,Tata Tiago EV,24.0
C4785,Low-Mid,Ampere Nexus,30.0
C4786,Low-Mid,Ather 450X (4W equiv),20.0
C4787,Low-Mid,Greaves Eltra,16.0
C4788,Low-Mid,Hero Electric Optima,12.0
C4789,Low-Mid,Tata Tigor EV Base,21.5
C4790,Low-Mid,Tata Tiago EV,24.0
C4791,Low-Mid,Tata Tiago EV,24.0
C4792,Low-Mid,Ampere Nexus,30.0
C4793,Low-Mid,Hero Electric Optima,12.0
C4794,Low-Mid,Ather 450X (4W equiv),20.0
C4795,Low-Mid,Citroen eC3 Feel,29.2
C4796,Low-Mid,Tata Tiago EV,24.0
C4797,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4798,Mid-Range,Citroen eC3,29.2
C4799,Low-Mid,Hero Electric Optima,12.0
C4800,Low-Mid,Greaves Eltra,16.0
C4801,Low-Mid,Ampere Nexus,30.0
C4802,Mid-Range,MG Comet EV,17.3
C4803,Low-Mid,Tata Tigor EV Base,21.5
C4804,Low-Mid,Hero Electric Optima,12.0
C4805,High,BYD Atto 3 Superior,60.5
C4806,Mid-Range,Hyundai Kona Electric,39.2
C4807,Low-Mid,Citroen eC3 Feel,29.2
C4808,High,Hyundai Ioniq 5,72.6
C4809,Mid-Range,MG Comet EV,17.3
C4810,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4811,High,Kia EV6,77.4
C4812,Low-Mid,Citroen eC3 Feel,29.2
C4813,Low-Mid,Citroen eC3 Feel,29.2
C4814,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4815,Mid-Range,Tata Punch EV,35.0
C4816,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4817,Low-Mid,Greaves Eltra,16.0
C4818,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4819,High,Audi e-tron 55,95.0
C4820,Low-Mid,Hero Electric Optima,12.0
C4821,Mid-Range,Tata Tigor EV,26.0
C4822,Low-Mid,Citroen eC3 Feel,29.2
C4823,High,Audi e-tron 55,95.0
C4824,Mid-Range,Tata Nexon EV,30.2
C4825,Mid-Range,Mahindra e2o Plus,18.5
C4826,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4827,Mid-Range,Hyundai Kona Electric,39.2
C4828,Mid-Range,MG Comet EV,17.3
C4829,Mid-Range,Tata Punch EV,35.0
C4830,Low-Mid,Ampere Nexus,30.0
C4831,Low-Mid,Greaves Eltra,16.0
C4832,Low-Mid,Hero Electric Optima,12.0
C4833,Low-Mid,Citroen eC3 Feel,29.2
C4834,Low-Mid,Ampere Nexus,30.0
C4835,High,Volvo XC40 Recharge,75.0
C4836,Low-Mid,Ather 450X (4W equiv),20.0
C4837,Low-Mid,Tata Tiago EV,24.0
C4838,Mid-Range,Mahindra e2o Plus,18.5
C4839,Low-Mid,Tata Tiago EV,24.0
C4840,Low-Mid,Hero Electric Optima,12.0
C4841,Low-Mid,Ampere Nexus,30.0
C4842,Low-Mid,Ather 450X (4W equiv),20.0
C4843,Low-Mid,Ampere Nexus,30.0
C4844,Low-Mid,Ather 450X (4W equiv),20.0
C4845,Low-Mid,Tata Tiago EV,24.0
C4846,Mid-Range,MG Comet EV,17.3
C4847,Low-Mid,Citroen eC3 Feel,29.2
C4848,High,Audi e-tron 55,95.0
C4849,Low-Mid,Ather 450X (4W equiv),20.0
C4850,Low-Mid,Tata Tiago EV,24.0
C4851,Mid-Range,Tata Nexon EV,30.2
C4852,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4853,Mid-Range,Mahindra e2o Plus,18.5
C4854,High,Kia EV6,77.4
C4855,Low-Mid,Citroen eC3 Feel,29.2
C4856,Mid-Range,Tata Punch EV,35.0
C4857,Low-Mid,Tata Tigor EV Base,21.5
C4858,Low-Mid,Hero Electric Optima,12.0
C4859,Low-Mid,Citroen eC3 Feel,29.2
C4860,Mid-Range,Tata Punch EV,35.0
C4861,Low-Mid,Hero Electric Optima,12.0
C4862,Low-Mid,Ampere Nexus,30.0
C4863,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4864,Mid-Range,Tata Punch EV,35.0
C4865,Low-Mid,Citroen eC3 Feel,29.2
C4866,Low-Mid,Hero Electric Optima,12.0
C4867,Mid-Range,Citroen eC3,29.2
C4868,High,Kia EV6,77.4
C4869,Mid-Range,Tata Punch EV,35.0
C4870,Low-Mid,Tata Tiago EV,24.0
C4871,Mid-Range,MG Comet EV,17.3
C4872,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4873,Low-Mid,Citroen eC3 Feel,29.2
C4874,High,Audi e-tron 55,95.0
C4875,Mid-Range,Tata Nexon EV,30.2
C4876,Low-Mid,Tata Tigor EV Base,21.5
C4877,Low-Mid,Tata Tigor EV Base,21.5
C4878,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4879,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4880,Low-Mid,Greaves Eltra,16.0
C4881,Low-Mid,Tata Tiago EV,24.0
C4882,Low-Mid,Greaves Eltra,16.0
C4883,Mid-Range,Mahindra e2o Plus,18.5
C4884,High,Volvo XC40 Recharge,75.0
C4885,Mid-Range,Tata Nexon EV,30.2
C4886,Low-Mid,Citroen eC3 Feel,29.2
C4887,Mid-Range,Tata Nexon EV,30.2
C4888,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4889,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4890,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4891,Low-Mid,Hero Electric Optima,12.0
C4892,High,Mercedes EQB,66.5
C4893,High,Hyundai Ioniq 5,72.6
C4894,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4895,Low-Mid,Tata Tigor EV Base,21.5
C4896,Low-Mid,Ather 450X (4W equiv),20.0
C4897,Mid-Range,Citroen eC3,29.2
C4898,High,Audi e-tron 55,95.0
C4899,Low-Mid,Ather 450X (4W equiv),20.0
C4900,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4901,Mid-Range,Citroen eC3,29.2
C4902,Mid-Range,Hyundai Kona Electric,39.2
C4903,Low-Mid,Tata Tiago EV,24.0
C4904,Low-Mid,Tata Tigor EV Base,21.5
C4905,High,Audi e-tron 55,95.0
C4906,Mid-Range,Hyundai Kona Electric,39.2
C4907,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4908,High,BMW iX1,66.5
C4909,High,Mercedes EQB,66.5
C4910,Low-Mid,Tata Tiago EV,24.0
C4911,Mid-Range,Hyundai Kona Electric,39.2
C4912,Mid-Range,Tata Punch EV,35.0
C4913,Mid-Range,Tata Nexon EV,30.2
C4914,Mid-Range,Hyundai Kona Electric,39.2
C4915,Low-Mid,Ampere Nexus,30.0
C4916,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4917,Low-Mid,Tata Tiago EV,24.0
C4918,Low-Mid,Ampere Nexus,30.0
C4919,Mid-Range,Tata Punch EV,35.0
C4920,Low-Mid,Hero Electric Optima,12.0
C4921,Mid-Range,MG Comet EV,17.3
C4922,Mid-Range,Hyundai Kona Electric,39.2
C4923,Low-Mid,Tata Tigor EV Base,21.5
C4924,Low-Mid,Ampere Nexus,30.0
C4925,Low-Mid,Tata Tiago EV,24.0
C4926,Low-Mid,Tata Tigor EV Base,21.5
C4927,Low-Mid,Hero Electric Optima,12.0
C4928,Mid-Range,MG Comet EV,17.3
C4929,High,BMW iX1,66.5
C4930,Mid-Range,Hyundai Kona Electric,39.2
C4931,Low-Mid,Tata Tiago EV,24.0
C4932,Mid-Range,Tata Tigor EV,26.0
C4933,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4934,Low-Mid,Ampere Nexus,30.0
C4935,Mid-Range,Tata Punch EV,35.0
C4936,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4937,Low-Mid,Ather 450X (4W equiv),20.0
C4938,Mid-Range,MG Comet EV,17.3
C4939,High,BMW iX1,66.5
C4940,Low-Mid,Tata Tiago EV,24.0
C4941,Mid-Range,Tata Nexon EV,30.2
C4942,Mid-Range,Hyundai Kona Electric,39.2
C4943,Low-Mid,Hero Electric Optima,12.0
C4944,Low-Mid,Greaves Eltra,16.0
C4945,Mid-Range,Citroen eC3,29.2
C4946,High,MG ZS EV Exclusive,50.3
C4947,Low-Mid,Ampere Nexus,30.0
C4948,Low-Mid,Tata Tigor EV Base,21.5
C4949,Mid-Range,Citroen eC3,29.2
C4950,High,Volvo XC40 Recharge,75.0
C4951,Low-Mid,Greaves Eltra,16.0
C4952,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4953,Mid-Range,Citroen eC3,29.2
C4954,High,BYD Atto 3 Superior,60.5
C4955,Low-Mid,Citroen eC3 Feel,29.2
C4956,Mid-Range,Citroen eC3,29.2
C4957,Mid-Range,Mahindra XUV400 EC Pro,39.4
C4958,Low-Mid,Citroen eC3 Feel,29.2
C4959,Low-Mid,Ather 450X (4W equiv),20.0
C4960,Mid-Range,Citroen eC3,29.2
C4961,Low-Mid,Hero Electric Optima,12.0
C4962,Low-Mid,Tata Tigor EV Base,21.5
C4963,Low-Mid,Hero Electric Optima,12.0
C4964,High,Kia EV6,77.4
C4965,Mid-Range,Mahindra e2o Plus,18.5
C4966,Mid-Range,Tata Tigor EV,26.0
C4967,Mid-Range,Citroen eC3,29.2
C4968,High,MG ZS EV Exclusive,50.3
C4969,High,Audi e-tron 55,95.0
C4970,Mid-Range,Tata Nexon EV,30.2
C4971,Low-Mid,Hero Electric Optima,12.0
C4972,Low-Mid,Hero Electric Optima,12.0
C4973,Low-Mid,Ampere Nexus,30.0
C4974,Low-Mid,Tata Tiago EV,24.0
C4975,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4976,Low-Mid,Citroen eC3 Feel,29.2
C4977,High,Tata Nexon EV Max,40.5
C4978,Low-Mid,Ather 450X (4W equiv),20.0
C4979,High,BMW iX1,66.5
C4980,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4981,Low-Mid,Hero Electric Optima,12.0
C4982,Mid-Range,Hyundai Kona Electric,39.2
C4983,Mid-Range,MG Comet EV,17.3
C4984,High,Mercedes EQB,66.5
C4985,Low-Mid,Hero Electric Optima,12.0
C4986,Low-Mid,Citroen eC3 Feel,29.2
C4987,Low-Mid,Ampere Nexus,30.0
C4988,Mid-Range,Hyundai Kona Electric,39.2
C4989,Low-Mid,Ola S1 Pro (4W equiv),22.0
C4990,Low-Mid,Tata Tiago EV,24.0
C4991,Low-Mid,Greaves Eltra,16.0
C4992,Mid-Range,Tata Punch EV,35.0
C4993,Low-Mid,Ather 450X (4W equiv),20.0
C4994,Mid-Range,MG Comet EV,17.3
C4995,Low-Mid,Tata Tigor EV Base,21.5
C4996,Mid-Range,Citroen eC3,29.2
C4997,Low-Mid,Ampere Nexus,30.0
C4998,Mid-Range,Tata Tigor EV,26.0
C4999,Low-Mid,Greaves Eltra,16.0
C5000,Low-Mid,Citroen eC3 Feel,29.2
C5001,Low-Mid,Tata Tiago EV,24.0
C5002,Low-Mid,Ola S1 Pro (4W equiv),22.0
C5003,Low-Mid,Ampere Nexus,30.0
C5004,High,Tata Nexon EV Max,40.5
C5005,Low-Mid,Tata Tigor EV Base,21.5
C5006,Mid-Range,Tata Tigor EV,26.0
C5007,Mid-Range,Mahindra e2o Plus,18.5
C5008,Low-Mid,Citroen eC3 Feel,29.2
C5009,High,MG ZS EV Exclusive,50.3
C5010,Mid-Range,Tata Nexon EV,30.2
C5011,Low-Mid,Ampere Nexus,30.0
C5012,Low-Mid,Tata Tigor EV Base,21.5
C5013,Low-Mid,Hero Electric Optima,12.0
C5014,Mid-Range,Tata Punch EV,35.0
C5015,Low-Mid,Hero Electric Optima,12.0
C5016,Mid-Range,Tata Punch EV,35.0
C5017,Low-Mid,Ola S1 Pro (4W equiv),22.0
C5018,Low-Mid,Hero Electric Optima,12.0
C5019,High,Kia EV6,77.4
C5020,Low-Mid,Greaves Eltra,16.0
C5021,High,Audi e-tron 55,95.0
C5022,High,Kia EV6,77.4
C5023,Mid-Range,Citroen eC3,29.2
C5024,Low-Mid,Ampere Nexus,30.0
C5025,High,Tata Nexon EV Max,40.5
C5026,Low-Mid,Ola S1 Pro (4W equiv),22.0
C5027,Low-Mid,Tata Tiago EV,24.0
C5028,Mid-Range,Tata Tigor EV,26.0
C5029,Mid-Range,Mahindra XUV400 EC Pro,39.4
C5030,High,Volvo XC40 Recharge,75.0
C5031,Low-Mid,Ola S1 Pro (4W equiv),22.0
